"","X","Y","OBJECTID","waterCompanyName","siteNameEA","siteNameWASC","permitReferenceEA","permitReferenceWaSC","activityReference","assetType","treatmentType","outletDischargeNGRoriginal","outletDischargeNGRmappedRT","walesAssetNGR","wfdWaterbodyID","wfdWaterbodyName","recievingWaterName","shellfishWater","bathingWater","totalDurationAllSpillsHrs","countedSpills","longTermAverageSpillCount","investigationTrigger","investigationTriggerFlag","edmCommissionDate","edmCommissionYear","edmNumberofYearsOperational","noFullYearsEDMData","edmOperationPercent","edmOperationReason","edmOperationAction","highSpillOperationalReview","highSpillAction","highSpillEnhancement","riversTrustErrorFlag","riversTrustComments","Eastings","Northings","Latitude","Longitude","country","localAuthority","constituencyWestminster","cabaCatchment","eaWaterMgmtArea","eaPublicFaceArea","riverBasinDistrict","sourceDB"
"8056",220742.3922,106420.524800001,8056,"South West Water","SUMMERLEAZE CAR PARK CSO","BUDE CAR PARK_CSO_BUDE","301830",NA,"A1","SO on sewer network","Not Applicable","SS2074006420","","","GB108049007280","Lower River Strat","BUDE BAY (C)","","SUMMERLEAZE",0,0,0.428571429,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",70,"Sensor failure / issue","Resolved - Apr","","","",NA,NA,220740,106420,50.82948836,-4.546812277,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8058",225452.5978,53381.4834000003,8058,"South West Water","LOOE BULLER QUAY","BULLER QUAY_CSO_LOOE","300973",NA,"A1","SO on sewer network","Not Applicable","SX2545053380","","","","","LOOE RIVER (HARBOUR) (E)","","EAST LOOE BEACH",220.6,84,100.2857143,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",95,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,225450,53380,50.35438955,-4.455070474,"England","Cornwall","South East Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8068",172153.829,14581.3204999994,8068,"South West Water","CADGWITH NEW ROAD PSCSO/EO","CADGWITH SPS_PSCSOEO_CADGWITH","301589",NA,"A1","Storm discharge at pumping station","Not Applicable","SW7215014580","","","","","ENGLISH CHANNEL (C)","","",0,0,0,NA,FALSE,"Jun-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,172150,14580,49.98776497,-5.180006496,"England","Cornwall","St Ives","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8069",212762.9262,52161.4495000001,8069,"South West Water","CAFFA MILL PUMPING STATION","CAFFA MILL SPS_PSCSOEO_FOWEY","302774",302774,"A1","Storm discharge at pumping station","Not Applicable","SX1276052160","","","","","RIVER FOWEY ESTUARY(E)","Fowey","READYMONEY COVE",223.65,70,144.5714286,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Data collection - Tidal / river inundation","Scheduled","Other improvements - non-WINEP/Green Recovery",NA,NA,212760,52160,50.33952832,-4.632658933,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8070",182193.4238,43101.1075999998,8070,"South West Water","CALENICK PUMPING STATION","CALENICK SPST_PSCSOEO_TRURO","301590",301590,"A1","Storm discharge at pumping station","Not Applicable","SW8219043100","","","GB108048001250","Calenick Stream","RIVER TINNEY","Fal Estuary","",1.96,2,1,40,FALSE,"Commissioned in 2016 - full year data expected",2016,6,"5 (installed 2017)",100,"","","","","",NA,NA,182190,43100,50.24765181,-5.056435728,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8071",182513.4154,44801.1040000003,8071,"South West Water","CALENICK STREET CSO","CALENICK ST REPEATER STATION_CSO_TRURO","303088",303088,"A1","SO on sewer network","Not Applicable","SW8251044800","","","GB108048002340","Kenwyn","RIVER KENWYN VIA SWS","Fal Estuary","",16.82,49,27,40,TRUE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",70,"Comms failure / issue","Resolved - Oct","N/A - Ongoing investigation","N/A - Ongoing investigation","",NA,NA,182510,44800,50.26303676,-5.052930504,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8072",234052.3813,68901.1984000001,8072,"South West Water","CALLINGTON WWTW","CALLINGTON STW_SSO_CALLINGTON","303508",303508,"A3","Storm tank at WwTW","Not Applicable","SX3405068900","","","GB108047007670","Lower River Lynher","HAYE VALLEY STREAM","","",570.11,43,63.25,40,TRUE,"Commissioned in 2018 - full year data expected",2018,4,"4 (installed 2018)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - WINEP/Green Recovery",NA,NA,234050,68900,50.49633519,-4.341156531,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8073",246972.12,54001.4925999995,8073,"South West Water","CAMBRIDGE LANE COMBINED SEWER OF","CAMBRIDGE LANE_CSO_PLYMOUTH","301740",301740,"A1","SO on sewer network","Not Applicable","SX4697054000","","","","","PLYMOUTH SOUND VIA SWS (ESTU.)","","PLYMOUTH HOE (WEST)",100.57,53,64.75,40,TRUE,"Commissioned in 2016 - full year data expected",2016,6,"4 (installed 2018)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","Other investigation - non-WINEP/Green Recovery",NA,NA,246970,54000,50.36595309,-4.153050405,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8074",210582.6364,83230.8477999996,8074,"South West Water","CAMELFORD WWTW","CAMELFORD STW_SO_CAMELFORD","15/49/281/P/16",NA,"A2","Inlet SO at WwTW","Not Applicable","SX1058083230","","","GB108049007060","Upper River Camel","RIVER CAMEL","","",33.96,17,18.6,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",96,"","","","","",NA,NA,210580,83230,50.61794096,-4.679002581,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8075",244662.1582,57141.4706999995,8075,"South West Water","CAMELS HEAD WWTW","CAMELS HEAD STW_SO_PLYMOUTH","303000",303000,"A2","Inlet SO at WwTW","Not Applicable","SX4466057140","","","","","WESTON MILL LAKE(E)","Tamar","",822.28,64,74.57142857,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,244660,57140,50.39356549,-4.186803281,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8076",244662.1582,57141.4706999995,8076,"South West Water","CAMELS HEAD WWTW","CAMELS HEAD STW_SSO_PLYMOUTH","303000",303000,"A3","Storm tank at WwTW","Not Applicable","SX4466057140","","","","","WESTON MILL LAKE(E)","Tamar","",861.92,63,72.71428571,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,244660,57140,50.39356549,-4.186803281,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8077",182693.4146,44961.1072000004,8077,"South West Water","CAMPFIELD HILL CSO","CAMPFIELD HILL_CSO_TRURO","302675",302675,"A1","SO on sewer network","Not Applicable","SW8269044960","","","GB108048002330","Lower River Allen (Fal)","RIVER ALLEN","Fal Estuary","",0.89,3,1.428571429,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,182690,44960,50.26453994,-5.050500612,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8079",243612.1741,62581.3411999997,8079,"South West Water","CARGREEN PSCSO/EO","CARGREEN SPS_PSCSOEO_CARGREEN","302094",NA,"A1","Storm discharge at pumping station","Not Applicable","SX4361062580","","","","","RIVER TAMAR (E)","","",46.82,31,31,60,FALSE,"Commissioned in 2021 - full year data expected",2021,1,"1 (installed 2021)",100,"","","","","",NA,NA,243610,62580,50.44217341,-4.2038324,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8080",178683.4222,40001.1283999998,8080,"South West Water","CARNON DOWNS WWTW","CARNON DOWNS STW_SO_CARNON DOWNS","NRA-SW-7825",NA,"A2","Inlet SO at WwTW","Not Applicable","SW7868040000","","","GB108048001231","Lower River Carnon","CARNON RIVER","Fal Estuary","",502.48,218,187.1666667,40,FALSE,"Commissioned in 2016 - full year data expected",2016,6,"6 (installed 2016)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - WINEP/Green Recovery",NA,NA,178680,40000,50.21850865,-5.103782622,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8085",220642.3959,106430.524499999,8085,"South West Water","CASTLE PUMPING STATION","CASTLE SPST_PSCSOEO_BUDE","301300",NA,"A1","Storm discharge at pumping station","Not Applicable","SS2064006430","","","","","RIVER NEET (E)","","SUMMERLEAZE",0,0,0.428571429,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,220640,106430,50.82954721,-4.548235645,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8086",182333.4129,44911.1001999993,8086,"South West Water","CASTLE STREET CSO","CASTLE ST_CSO_TRURO","302671",302671,"A1","SO on sewer network","Not Applicable","SW8233044910","","","GB108048002340","Kenwyn","RIVER KENWYN(S)","Fal Estuary","",0,0,0.857142857,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,182330,44910,50.26395829,-5.055515519,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8087",249242.127,53431.5488000009,8087,"South West Water","CATTEDOWN ROAD PUMPING STATION","CATTEDOWN ROAD SPS_PSCSOEO_PLYMOUTH","300737",300737,"A1","Storm discharge at pumping station","Not Applicable","SX4924053430","","","","","PLYMOUTH SOUND (ESTUARINE)","","PLYMOUTH HOE (EAST)",56.65,18,29.28571429,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,249240,53430,50.36141682,-4.12092776,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8090",250032.1112,54381.5645000003,8090,"South West Water","CAVENDISH ROAD CSO","CAVENDISH RD_CSO_PLYMOUTH","301764",301764,"A1","SO on sewer network","Not Applicable","SX5003054380","","","","","RIVER PLYM VIA SWS (ESTUARINE)","","",3.33,10,12.2,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",100,"","","","","",NA,NA,250030,54380,50.37015656,-4.110207745,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8091",246222.1258,54411.4875000007,8091,"South West Water","CENTRAL PARK CSO","CENTRAL PARK_CSO_PLYMOUTH","301744",301744,"A1","SO on sewer network","Not Applicable","SX4622054410","","","","","STONEHOUSE CREEK VIA SWS (EST)","","",243.57,47,15.16666667,40,TRUE,"Commissioned pre-2016 - full year data expected",2016,6,"6 (installed 2016)",100,"","","N/A - Ongoing investigation","N/A - Ongoing investigation","",NA,NA,246220,54410,50.36944202,-4.163755544,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8092",244862.17,57871.4611000009,8092,"South West Water","WOLSELEY ROAD TANK CSO","CENTRAL RESERVATION_CSO_PLYMOUTH","302609",302609,"A1","SO on sewer network","Not Applicable","SX4486057870","","","","","WESTON MILL CREEK VIA WTR CRSE","Tamar","",0.25,1,0.142857143,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,244860,57870,50.40017858,-4.184293308,"England","Plymouth","Plymouth, Moor View","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8094",249912.1224,53941.5724999998,8094,"South West Water","PLYMOUTH CENTRAL STW","CENTRAL STW SHAFT 16 SPST_PSCSOEO_PLYMOU","303347",303347,"A1","Storm discharge at pumping station","UV (Ultraviolet)","SX4991053940","","","","","PLYMOUTH SOUND/PLYM ESTUARY(E)","","PLYMOUTH HOE (EAST)",929.92,102,113,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - WINEP/Green Recovery",NA,NA,249910,53940,50.36617161,-4.11171835,"England","Plymouth","Plymouth, Sutton and Devonport","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8095",175273.4385,44091.0192000009,8095,"South West Water","CHACEWATER STW","CHACEWATER STW_SO_CHACEWATER","NRA-SW-6619",NA,"A2","Inlet SO at WwTW","Not Applicable","SW7527044090","","","GB108048001160","Upper Carnon River","(S) RIVER CARNON","Fal Estuary","",109.64,10,20,50,FALSE,"Commissioned in 2020 - full year data expected",2020,2,"2 (installed 2020)",53,"Comms failure / issue","Resolved - Dec","","","",NA,NA,175270,44090,50.25395006,-5.15393204,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8096",175273.4385,44091.0192000009,8096,"South West Water","CHACEWATER STW","CHACEWATER STW_SSO_CHACEWATER","NRA-SW-6619",NA,"A3","Storm tank at WwTW","Not Applicable","SW7527044090","","","GB108048001160","Upper Carnon River","(S) RIVER CARNON","Fal Estuary","",2480.2,117,118.5,50,FALSE,"Commissioned in 2020 - full year data expected",2020,2,"2 (installed 2020)",100,"","","Performance - Infiltration","Scheduled","Other improvements - non-WINEP/Green Recovery",NA,NA,175270,44090,50.25395006,-5.15393204,"England","Cornwall","Truro and Falmouth","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8101",199792.8564,75260.8870000001,8101,"South West Water","CHAPEL AMBLE WWTW","CHAPEL AMBLE S T SEPTNK_SO_CHAPEL AMBLE","EPRCP3528XH",NA,"A2","Inlet SO at WwTW","Not Applicable","SW9979075260","","","GB108049006910","Amble","RIVER AMBLE","","",43.75,10,27.6,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",100,"","","","","",NA,NA,199790,75260,50.54274976,-4.827044636,"England","Cornwall","North Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8105",243722.1687,54581.4824000001,8105,"South West Water","CHAPELDOWN PUMPING STATION","CHAPELDOWN SPST_PSCSOEO_TORPOINT","15/48/16/P/13",NA,"A1","Storm discharge at pumping station","Not Applicable","SX4372054580","","","","","PLYMOUTH SOUND (ESTUARINE)","","",38.44,25,36.5,40,FALSE,"Commissioned in 2016 - full year data expected",2016,6,"6 (installed 2016)",100,"","","Performance - Infiltration","N/A - Ongoing investigation","Stage 1b: Confirmed ""asset maintenance"" issue",NA,NA,243720,54580,50.3703106,-4.198953057,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8107",203923.0248,54241.3420000002,8107,"South West Water","CHARLESTOWN HARBOUR PSCSO/EO","CHARLESTN REMOTE SPS_PSCSOEO_ST AUSTELL","301635",NA,"A1","Storm discharge at pumping station","Not Applicable","SX0392054240","","","GB108048001330","Crinnis River","ST AUSTELL BAY (C)","","CHARLESTOWN BEACH",39.45,24,29.42857143,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,203920,54240,50.35533502,-4.757821995,"England","Cornwall","St Austell and Newquay","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8108",203873.0461,51201.3767000008,8108,"South West Water","CHARLESTOWN PUMPING STATION","CHARLESTOWN SPS_PSCSOEO_CHARLESTOWN","032051/PC/01",32051,"A1","Storm discharge at pumping station","Not Applicable","SX0387051200","","","","","winWINSFORD SPST_PSCSOEO_WINSFORD","St.Austell Bay","CHARLESTOWN BEACH",60.4,20,22.4,40,FALSE,"Commissioned in 2017 - full year data expected",2017,5,"5 (installed 2017)",98,"","","","","",NA,NA,203870,51200,50.32801055,-4.756941494,"England","Cornwall","St Austell and Newquay","","","","","EA"
"8114",242351.2182,58471.4548000004,8114,"South West Water","SPENCER GARDENS CSO","CHICHESTER CRESCENT_CSO_SALTASH","EPRYB3893NY",NA,"A1","SO on sewer network","Not Applicable","SX4234958470","","","","","TRIB OF R. TAMAR ESTUARY (SWS)","","",0,0,0,60,FALSE,"Commissioned in 2021 - full year data expected",2021,1,"1 (installed 2021)",100,"","","","","",NA,NA,242349,58470,50.40490183,-4.219849041,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8119",241752.1925,72601.1625999995,8119,"South West Water","CHILSWORTHY WWTW","CHILSWORTHY STW_SO_GUNNISLAKE","SWWA 569",NA,"A2","Inlet SO at WwTW","Not Applicable","SX4175072600","","","GB108047007860","Lower River Tamar","RIVER TAMAR","","",1670.17,139,262.6666667,40,FALSE,"Commissioned in 2019 - full year data expected",2019,3,"3 (installed 2019)",51,"Comms failure / issue","Resolved - Sep","Not asset maintenance - Hydraulic capacity","N/A - Hydraulic capacity","Other improvements - non-WINEP/Green Recovery",NA,NA,241750,72600,50.53171623,-4.23425063,"England","Cornwall","South East Cornwall","Tamar","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8129",171463.8641,12751.3391999993,8129,"South West Water","CHURCH COVE ROAD PS","CHURCH COVE RD SPS_PSCSOEO_CHURCH COVE","302945",302945,"A1","Storm discharge at pumping station","Not Applicable","SW7146012750","","","","","CHURCH COVE (C)","","",0,0,0,NA,FALSE,"Nov-22",2022,0,"<1 yr (installed 2022)",100,"","","","","",NA,NA,171460,12750,49.97106771,-5.188529276,"England","Cornwall","St Ives","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8136",228452.4967,62351.3106999993,8136,"South West Water","CHURCH SQUARE CSO","CHURCH SQUARE_CSO_MENHENIOT","301858",301858,"A1","SO on sewer network","Not Applicable","SX2845062350","","","GB108048002320","Seaton","TRIBUTARY OF THE RIVER SEATON","","SEATON BEACH (CORNWALL)",1.6,2,5.142857143,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,228450,62350,50.43586895,-4.417035782,"England","Cornwall","South East Cornwall","Cornwall","Devon and Cornwall","Devon Cornwall and the Isles of Scilly","South West","EA"
"8141",147733.9315,30380.9093999993,8141,"South West Water","ALBERT PIER PUMPING STATION","CHYANDOUR SPST_PSCSOEO_PENZANCE","NRA-SW-5354",NA,"A1","Storm discharge at pumping station","Not Applicable","SW4773030380","","","","","MOUNTS BAY","","LONG ROCK",0,0,0.428571429,40,FALSE,"Commissioned pre-2016 - full year data expected",2016,6,"7 (installed 2015)",100,"","","","","",NA,NA,147730,30380,50.11976666,-5.530437764,"England","Cornwall","St Ives","","","","","EA"
